Age,Gender,Occupation_Status,Country_Region,Monthly_Income_Range,Shop_Most_Where,Online_Shopping_Frequency,Preferred_Platform,Primary_Device,Top_Spending_Category,Review_Influence_Score,Social_Ads_Influence_Score,Price_Comparison_Frequency,Discount_Importance_Score,Follows_Brands_On_Social,Likely_To_Buy_After_Ad_Score,Makes_Shopping_List,Impulse_Purchase_Frequency,Return_Frequency,Avg_Monthly_Spend_NonEssentials,Preferred_Payment_Method,Uses_BNPL_Installments,Online_Shopping_Satisfaction_Score,Trust_In_Online_Reviews_Score,Regret_After_Purchase_Frequency,Reason_Prefer_Online,Reason_Prefer_InStore,Best_Shopping_Mode,Cluster
20.0,Female,Student,Vietnam,"Under $1,000",Equal mix,Occasionally,Global marketplace (Amazon etc.),Smartphone,Groceries,4.0,1.0,3.0,4.0,No,3.0,Never,2.0,Sometimes,Under $50,Digital wallet,"No, never",6.0,5.0,2.0,Convenience,Try product before buying,Equal / both,1
38.0,Female,Employed full-time,Pakistan,"$1,000-3,000",Equal mix,Often,Physical stores,Laptop,Clothing,2.0,4.0,5.0,5.0,No,3.0,Never,2.0,Sometimes,$50-150,Credit Card,"No, never",9.0,5.0,1.0,Better prices,Not applicable,Equal / both,0
21.0,Prefer not to say,Student,Nigeria,"Under $1,000",Equal mix,Often,Global marketplace (Amazon etc.),Smartphone,Electronics,3.0,3.0,3.0,,Yes,3.0,Sometimes,2.0,Often,Under $50,Debit Card,"No, never",,7.0,3.0,Not applicable,Not applicable,Equal / both,1
18.0,Female,Student,Vietnam,"$6,000+",Online only,Often,Brand websites,Laptop,Clothing,3.0,3.0,5.0,,Yes,4.0,Often,3.0,Sometimes,$50-150,Digital wallet,"No, never",6.0,4.0,2.0,Not applicable,No delivery wait,Online,1
35.0,Male,Employed full-time,Slovakia,"$1,000-3,000",In-store only,Occasionally,Local e-commerce,Smartphone,miscellaneous,5.0,4.0,4.0,4.0,No,4.0,Sometimes,2.0,Sometimes,,,"No, never",5.0,4.0,1.0,Convenience,Trust,Offline,0
18.0,Male,Student,India,"$3,000-6,000",Equal mix,Often,Local e-commerce,Smartphone,Electronics,4.0,2.0,4.0,4.0,No,2.0,Often,2.0,Never,$500+,Digital wallet,"No, never",9.0,8.0,1.0,More variety,Trust,Offline,0
27.0,Male,Employed full-time,Pakistan,"$1,000-3,000",Equal mix,Often,Global marketplace (Amazon etc.),Smartphone,Electronics,3.0,5.0,4.0,4.0,,4.0,Sometimes,4.0,Sometimes,,Debit Card,"Yes, occasionally",9.0,6.0,2.0,More variety,Try product before buying,Online,1
18.0,Male,Student,Poland,"Under $1,000",Equal mix,Occasionally,Global marketplace (Amazon etc.),Tablet,Clothing,3.0,4.0,3.0,4.0,Yes,3.0,Never,3.0,Often,Under $50,Credit Card,"No, never",6.0,7.0,3.0,More variety,Trust,Offline,1
32.0,Male,Employed full-time,United States,"Under $1,000",Online only,Occasionally,Local e-commerce,Laptop,Clothing,5.0,5.0,5.0,,No,3.0,Often,3.0,Sometimes,$150-300,Debit Card,"Yes, occasionally",6.0,6.0,1.0,,Trust,Online,0
35.0,Male,Employed full-time,India,"$3,000-6,000",Equal mix,Occasionally,Physical stores,Smartphone,Clothing,1.0,2.0,5.0,4.0,No,2.0,Often,1.0,Never,$50-150,Cash,"No, never",6.0,6.0,3.0,Convenience,Not applicable,Offline,0
22.0,Male,Unemployed,India,"Under $1,000",In-store only,Often,Global marketplace (Amazon etc.),Laptop,Clothing,3.0,1.0,5.0,3.0,No,3.0,Sometimes,1.0,Never,$300-500,Digital wallet,"No, never",5.0,,1.0,Convenience,Trust,Offline,1
18.0,Male,Unemployed,Kenya,,,Occasionally,Local e-commerce,Laptop,Beauty & personal care,3.0,2.0,4.0,5.0,No,3.0,Never,3.0,Never,$50-150,Debit Card,"Yes, occasionally",7.0,6.0,4.0,More variety,Trust,Equal / both,1
37.0,Prefer not to say,Employed part-time,Brazil,"Under $1,000",Equal mix,Rarely,Local e-commerce,Smartphone,Clothing,,3.0,2.0,3.0,No,3.0,Often,3.0,Never,Under $50,Debit Card,"No, never",5.0,8.0,,Convenience,Not applicable,Online,0
,Male,,Nigeria,"Under $1,000",Online only,Occasionally,Brand websites,Laptop,Electronics,4.0,5.0,4.0,3.0,No,4.0,Sometimes,,Never,$50-150,Cash,"No, never",4.0,6.0,2.0,Convenience,Trust,Online,1
35.0,Male,Unemployed,Poland,"Under $1,000",Equal mix,Rarely,Physical stores,Laptop,Clothing,1.0,3.0,5.0,2.0,No,2.0,Often,4.0,Sometimes,Under $50,Credit Card,"No, never",9.0,4.0,4.0,More variety,No delivery wait,Offline,1
26.0,Female,Employed part-time,Pakistan,"Under $1,000",In-store only,Rarely,Brand websites,Smartphone,Clothing,2.0,2.0,3.0,3.0,No,2.0,Never,3.0,,$50-150,Digital wallet,"Yes, occasionally",8.0,7.0,4.0,Convenience,No delivery wait,Offline,0
31.0,Male,Employed part-time,,"Under $1,000",In-store only,Always,Global marketplace (Amazon etc.),Smartphone,Groceries,2.0,3.0,2.0,5.0,No,2.0,Sometimes,1.0,Sometimes,Under $50,Cash,"No, never",6.0,,3.0,More variety,,Offline,0
22.0,Male,Employed part-time,Philippines,,In-store only,Occasionally,Brand websites,Smartphone,,4.0,4.0,3.0,5.0,No,3.0,Sometimes,2.0,Sometimes,$50-150,Cash,"Yes, occasionally",9.0,2.0,3.0,Convenience,No delivery wait,Offline,1
21.0,Male,Student,South Africa,"Under $1,000",Online only,Occasionally,Physical stores,Laptop,Clothing,1.0,,5.0,3.0,No,1.0,Sometimes,4.0,Sometimes,Under $50,Digital wallet,"No, never",6.0,8.0,3.0,Better prices,Try product before buying,Online,1
24.0,Prefer not to say,Employed part-time,India,"$1,000-3,000",Equal mix,Occasionally,Local e-commerce,Smartphone,Clothing,1.0,2.0,5.0,3.0,No,2.0,Often,2.0,Never,$50-150,Debit Card,"No, never",4.0,3.0,3.0,Not applicable,Trust,Offline,0
17.0,Male,Student,United States,"$6,000+",In-store only,Occasionally,Local e-commerce,Smartphone,,4.0,4.0,4.0,5.0,Yes,3.0,Never,1.0,Sometimes,$50-150,Credit Card,"No, never",10.0,6.0,2.0,More variety,Not applicable,Equal / both,1
21.0,Female,Student,Colombia,,Equal mix,Always,Local e-commerce,Smartphone,Books,4.0,3.0,4.0,4.0,No,2.0,Often,2.0,Never,$50-150,Debit Card,"No, never",,,,,,,1
25.0,Male,Self-employed,Philippines,"$6,000+",Equal mix,Occasionally,Brand websites,Smartphone,Electronics,4.0,5.0,,5.0,No,4.0,Often,3.0,Never,$500+,Digital wallet,"Yes, occasionally",8.0,8.0,1.0,Not applicable,Trust,Equal / both,0
18.0,,Employed part-time,Kenya,"Under $1,000",Equal mix,Occasionally,Local e-commerce,Smartphone,Electronics,2.0,3.0,5.0,4.0,No,2.0,Sometimes,3.0,Sometimes,Under $50,Credit Card,"No, never",8.0,6.0,3.0,,Try product before buying,,1
41.0,Male,Employed part-time,,"$3,000-6,000",Equal mix,Occasionally,Local e-commerce,Laptop,Electronics,1.0,1.0,3.0,5.0,No,2.0,,1.0,,$150-300,Credit Card,"Yes, occasionally",8.0,9.0,3.0,Not applicable,Try product before buying,Offline,0
30.0,Male,Employed full-time,United States,"$1,000-3,000",Online only,Often,Physical stores,Smartphone,Electronics,2.0,4.0,5.0,5.0,No,,,3.0,Sometimes,Under $50,Credit Card,"No, never",7.0,9.0,3.0,Not applicable,Trust,Online,0
17.0,Male,Student,Philippines,,Online only,Rarely,Brand websites,Laptop,miscellaneous,3.0,2.0,4.0,5.0,No,2.0,Often,2.0,Never,Under $50,Credit Card,"No, never",8.0,5.0,1.0,More variety,No delivery wait,Online,1
46.0,Male,Employed full-time,South Africa,"Under $1,000",Online only,Occasionally,Global marketplace (Amazon etc.),Tablet,Clothing,1.0,4.0,5.0,4.0,No,3.0,Often,2.0,Sometimes,$150-300,Debit Card,"Yes, regularly",4.0,5.0,3.0,Better prices,Trust,Online,0
27.0,Male,Student,Nigeria,"Under $1,000",Equal mix,Always,Brand websites,Smartphone,Groceries,1.0,2.0,4.0,5.0,No,3.0,,2.0,Sometimes,Under $50,Credit Card,"No, never",7.0,9.0,2.0,Convenience,Not applicable,Online,1
23.0,Female,Student,India,"Under $1,000",In-store only,Occasionally,Global marketplace (Amazon etc.),Smartphone,Electronics,2.0,5.0,5.0,3.0,No,1.0,Sometimes,2.0,Sometimes,Under $50,Debit Card,"No, never",,,,,,,1
19.0,Male,Student,United Kingdom,"Under $1,000",Online only,Occasionally,Brand websites,Laptop,Clothing,1.0,2.0,5.0,3.0,No,3.0,Sometimes,3.0,Never,Under $50,Digital wallet,"No, never",9.0,8.0,3.0,Convenience,No delivery wait,Online,1
20.0,,Student,Colombia,"Under $1,000",Equal mix,Often,Brand websites,Smartphone,Groceries,1.0,3.0,3.0,,No,2.0,Sometimes,1.0,Sometimes,Under $50,Digital wallet,"No, never",9.0,8.0,2.0,More variety,Not applicable,Offline,1
20.0,Male,Student,Kenya,"Under $1,000",Equal mix,Often,Physical stores,Smartphone,Clothing,2.0,4.0,5.0,5.0,No,4.0,Sometimes,4.0,Often,Under $50,Debit Card,"Yes, regularly",6.0,5.0,1.0,,No delivery wait,Online,1
19.0,Female,Student,India,"Under $1,000",Online only,Rarely,Brand websites,Smartphone,miscellaneous,2.0,3.0,5.0,4.0,No,4.0,Often,4.0,Never,Under $50,Digital wallet,"Yes, regularly",7.0,6.0,2.0,Not applicable,No delivery wait,Online,1
19.0,Male,Student,Turkiye,"Under $1,000",Equal mix,Often,Global marketplace (Amazon etc.),Smartphone,Groceries,2.0,2.0,4.0,3.0,No,2.0,Often,1.0,Never,Under $50,Digital wallet,"No, never",7.0,5.0,1.0,Convenience,Not applicable,Equal / both,1
,Female,Employed full-time,United States,"$1,000-3,000",Equal mix,Occasionally,Physical stores,Smartphone,Clothing,1.0,1.0,4.0,1.0,No,1.0,Sometimes,2.0,Sometimes,$50-150,Debit Card,"Yes, occasionally",9.0,7.0,3.0,More variety,Try product before buying,Equal / both,0
16.0,Male,Student,United Kingdom,"Under $1,000",Online only,Always,Physical stores,Laptop,miscellaneous,4.0,3.0,5.0,5.0,No,2.0,Sometimes,1.0,Sometimes,$500+,Digital wallet,"No, never",7.0,7.0,1.0,Better prices,Not applicable,Equal / both,1
31.0,Female,Employed full-time,Nigeria,"Under $1,000",Equal mix,Often,Physical stores,Smartphone,Groceries,5.0,4.0,2.0,4.0,No,5.0,Always,4.0,Often,$50-150,Debit Card,"Yes, occasionally",2.0,4.0,4.0,More variety,Try product before buying,Offline,1
48.0,Female,Employed full-time,United States,"Under $1,000",Online only,Rarely,Local e-commerce,Laptop,Groceries,4.0,1.0,4.0,5.0,No,3.0,Often,1.0,Sometimes,Under $50,Debit Card,"No, never",8.0,8.0,1.0,Convenience,No delivery wait,Equal / both,0
24.0,Female,Student,Vietnam,"Under $1,000",Equal mix,Occasionally,Brand websites,Laptop,Electronics,3.0,,5.0,2.0,No,4.0,Sometimes,1.0,Never,Under $50,Credit Card,"No, never",,,,,,,1
,Male,Employed full-time,Poland,"$3,000-6,000",Online only,Often,Global marketplace (Amazon etc.),Laptop,Books,2.0,1.0,4.0,5.0,No,2.0,Often,1.0,,$300-500,Digital wallet,"Yes, occasionally",8.0,4.0,3.0,More variety,Try product before buying,Equal / both,0
17.0,Prefer not to say,Student,Turkiye,"Under $1,000",Online only,Occasionally,Local e-commerce,Laptop,Clothing,3.0,3.0,4.0,,No,,Often,1.0,Often,$50-150,Digital wallet,"Yes, occasionally",8.0,6.0,3.0,More variety,Trust,Online,1
21.0,Male,Student,United States,"Under $1,000",Online only,Always,Brand websites,Smartphone,Clothing,4.0,3.0,4.0,4.0,No,4.0,Often,5.0,Sometimes,Under $50,Credit Card,"Yes, occasionally",9.0,6.0,1.0,Convenience,No delivery wait,Online,1
20.0,Male,Student,India,"Under $1,000",Equal mix,Always,Global marketplace (Amazon etc.),Smartphone,Clothing,4.0,5.0,,5.0,No,4.0,Often,3.0,Never,Under $50,Digital wallet,"Yes, occasionally",5.0,5.0,2.0,Convenience,No delivery wait,Offline,1
22.0,Female,Student,Indonesia,"$1,000-3,000",Equal mix,Occasionally,Physical stores,Laptop,,3.0,3.0,5.0,4.0,No,2.0,Often,2.0,Sometimes,$150-300,Cash,"No, never",,,,,,,0
,Female,Employed full-time,South Africa,"$6,000+",Equal mix,Occasionally,Local e-commerce,Smartphone,Books,3.0,2.0,5.0,3.0,No,4.0,Often,3.0,Never,$500+,Digital wallet,"No, never",9.0,6.0,2.0,Better prices,Try product before buying,Online,0
20.0,Female,Student,Pakistan,"$1,000-3,000",In-store only,Occasionally,Global marketplace (Amazon etc.),Smartphone,Electronics,2.0,2.0,4.0,3.0,No,2.0,Often,4.0,Never,$50-150,Digital wallet,"No, never",6.0,3.0,3.0,Convenience,Not applicable,Offline,1
18.0,Female,Student,United Kingdom,"Under $1,000",Equal mix,Often,Local e-commerce,Smartphone,Clothing,3.0,2.0,4.0,4.0,No,2.0,Always,4.0,Never,Under $50,Debit Card,"Yes, occasionally",6.0,6.0,2.0,Convenience,No delivery wait,Online,1
36.0,Female,Employed full-time,Mexico,"$3,000-6,000",Equal mix,Often,Local e-commerce,Smartphone,Clothing,1.0,2.0,5.0,,No,2.0,Often,2.0,Sometimes,,Debit Card,"Yes, regularly",6.0,8.0,2.0,Not applicable,No delivery wait,Online,0
19.0,Male,Student,India,"Under $1,000",Online only,Occasionally,Global marketplace (Amazon etc.),Smartphone,Clothing,2.0,4.0,4.0,5.0,No,2.0,Sometimes,2.0,Never,Under $50,Digital wallet,"No, never",8.0,4.0,3.0,Convenience,Try product before buying,Online,1
28.0,Female,Employed part-time,Pakistan,"$1,000-3,000",Equal mix,Occasionally,Physical stores,Laptop,Electronics,3.0,4.0,3.0,4.0,No,2.0,Never,2.0,Never,$150-300,Credit Card,"No, never",,,,,,,0
49.0,Male,Employed full-time,Germany,"$3,000-6,000",Online only,Occasionally,Local e-commerce,Smartphone,Books,2.0,1.0,4.0,4.0,No,1.0,,1.0,Sometimes,$500+,Credit Card,"Yes, occasionally",9.0,3.0,1.0,Convenience,No delivery wait,Online,0
17.0,Male,Student,Egypt,"Under $1,000",Equal mix,Occasionally,Brand websites,Smartphone,Clothing,5.0,5.0,4.0,1.0,No,4.0,Always,,Never,$300-500,Credit Card,"Yes, occasionally",7.0,3.0,2.0,More variety,Trust,Online,1
34.0,Male,Employed full-time,Brazil,"$3,000-6,000",Online only,Occasionally,Local e-commerce,Laptop,Groceries,4.0,3.0,5.0,3.0,No,3.0,Sometimes,1.0,Often,$150-300,Credit Card,"Yes, occasionally",8.0,10.0,3.0,More variety,No delivery wait,Online,0
33.0,Prefer not to say,Employed part-time,Kenya,"$3,000-6,000",Online only,Often,Brand websites,Smartphone,Groceries,4.0,3.0,,5.0,No,2.0,Never,2.0,Sometimes,$300-500,Debit Card,"Yes, regularly",7.0,9.0,1.0,More variety,No delivery wait,Online,0
22.0,Male,Employed part-time,Vietnam,"$1,000-3,000",Equal mix,Occasionally,Local e-commerce,Smartphone,Clothing,3.0,4.0,4.0,3.0,Yes,3.0,Often,3.0,Never,$50-150,Digital wallet,"No, never",6.0,7.0,2.0,Better prices,No delivery wait,Offline,1
31.0,Female,Employed part-time,Poland,"Under $1,000",Online only,Often,Local e-commerce,Smartphone,miscellaneous,4.0,5.0,4.0,5.0,No,3.0,Sometimes,3.0,Sometimes,Under $50,Credit Card,"No, never",6.0,6.0,4.0,More variety,Try product before buying,Online,1
22.0,Prefer not to say,Student,Brazil,"Under $1,000",Online only,Occasionally,Brand websites,Smartphone,,4.0,5.0,2.0,3.0,No,3.0,Never,5.0,Never,Under $50,Digital wallet,"Yes, occasionally",5.0,5.0,2.0,Convenience,No delivery wait,Equal / both,1
43.0,Female,Employed full-time,Germany,"$3,000-6,000",Online only,Occasionally,Physical stores,Smartphone,Groceries,1.0,2.0,5.0,2.0,No,2.0,Often,1.0,Never,$150-300,Cash,"Yes, occasionally",,,,,,,0
21.0,Male,Student,United Kingdom,"$1,000-3,000",Online only,Occasionally,Local e-commerce,Smartphone,Clothing,4.0,3.0,4.0,3.0,Yes,4.0,Sometimes,2.0,Sometimes,$150-300,Cash,"No, never",9.0,6.0,3.0,More variety,No delivery wait,Online,1
17.0,Female,Student,Indonesia,,In-store only,Often,Physical stores,Smartphone,Electronics,2.0,5.0,5.0,3.0,No,2.0,Sometimes,3.0,Never,Under $50,Credit Card,"No, never",9.0,9.0,2.0,Convenience,Not applicable,Offline,1
28.0,Female,Employed part-time,United States,"$1,000-3,000",Online only,Occasionally,Local e-commerce,Smartphone,Clothing,1.0,3.0,4.0,5.0,No,3.0,Often,1.0,Sometimes,$50-150,Digital wallet,"Yes, regularly",6.0,8.0,1.0,More variety,Try product before buying,Online,0
30.0,Female,Self-employed,United States,"$3,000-6,000",In-store only,Occasionally,,Smartphone,Books,2.0,3.0,5.0,5.0,No,4.0,Never,1.0,Sometimes,$500+,Digital wallet,"No, never",10.0,7.0,1.0,More variety,Not applicable,Offline,0
36.0,Male,Self-employed,Vietnam,"$1,000-3,000",Equal mix,Often,Local e-commerce,Smartphone,Electronics,2.0,2.0,5.0,5.0,Yes,3.0,Sometimes,2.0,Often,$150-300,Credit Card,"No, never",8.0,4.0,3.0,Better prices,Not applicable,Offline,0
30.0,Prefer not to say,Self-employed,Indonesia,"Under $1,000",Equal mix,Occasionally,Brand websites,Smartphone,Groceries,3.0,3.0,5.0,5.0,No,3.0,Never,4.0,Never,Under $50,Credit Card,"No, never",7.0,10.0,3.0,More variety,No delivery wait,Equal / both,1
34.0,Male,Unemployed,United States,"Under $1,000",Online only,Occasionally,Global marketplace (Amazon etc.),Laptop,Clothing,2.0,3.0,5.0,5.0,No,3.0,Sometimes,2.0,Sometimes,$150-300,Credit Card,,6.0,7.0,2.0,More variety,Not applicable,Online,1
23.0,Male,Student,Kenya,"Under $1,000",Online only,Occasionally,Local e-commerce,Smartphone,miscellaneous,5.0,5.0,3.0,,No,3.0,Often,4.0,Often,$50-150,Digital wallet,"Yes, regularly",8.0,4.0,2.0,Convenience,No delivery wait,Online,1
20.0,Male,Student,Mexico,"$6,000+",Equal mix,Often,Local e-commerce,Laptop,Clothing,3.0,5.0,4.0,3.0,Yes,3.0,Often,2.0,Never,$500+,Credit Card,"No, never",10.0,5.0,3.0,More variety,,Equal / both,0
21.0,Female,Student,Mexico,"Under $1,000",Equal mix,Often,Global marketplace (Amazon etc.),Smartphone,Beauty & personal care,5.0,2.0,5.0,4.0,No,3.0,Always,3.0,Sometimes,$150-300,Debit Card,"No, never",6.0,7.0,3.0,More variety,No delivery wait,Online,1
18.0,Female,Student,India,"$6,000+",Online only,Often,Global marketplace (Amazon etc.),Tablet,Clothing,4.0,5.0,5.0,5.0,No,4.0,Sometimes,2.0,,$500+,Credit Card,"No, never",8.0,8.0,3.0,Convenience,Try product before buying,Equal / both,0
22.0,Male,Student,United Kingdom,"Under $1,000",Online only,Often,Global marketplace (Amazon etc.),Laptop,Electronics,4.0,2.0,5.0,5.0,No,2.0,Sometimes,2.0,Sometimes,Under $50,Digital wallet,"Yes, regularly",10.0,7.0,3.0,,No delivery wait,Online,1
30.0,Male,Self-employed,United States,"$1,000-3,000",Equal mix,Occasionally,Brand websites,Tablet,Electronics,5.0,5.0,4.0,5.0,Yes,4.0,Sometimes,4.0,Never,Under $50,Credit Card,"No, never",7.0,5.0,2.0,Convenience,No delivery wait,Online,1
19.0,Male,Student,Turkiye,"Under $1,000",Equal mix,Always,Global marketplace (Amazon etc.),Smartphone,Electronics,3.0,1.0,4.0,3.0,No,2.0,Often,4.0,Never,Under $50,Digital wallet,"No, never",,,,,,,1
30.0,Male,Employed full-time,Poland,"$1,000-3,000",Equal mix,Often,Physical stores,Smartphone,Clothing,4.0,4.0,2.0,4.0,No,3.0,Never,3.0,Sometimes,$50-150,Debit Card,"Yes, regularly",6.0,7.0,1.0,Better prices,No delivery wait,Equal / both,0
16.0,Female,Student,India,"Under $1,000",Online only,Occasionally,Local e-commerce,Smartphone,Clothing,3.0,3.0,5.0,2.0,Yes,4.0,Often,2.0,Often,$50-150,Debit Card,"No, never",10.0,5.0,2.0,,Trust,Online,1
22.0,Male,Student,Mexico,"Under $1,000",Online only,Always,Physical stores,Smartphone,Clothing,5.0,5.0,,5.0,No,5.0,Sometimes,5.0,Sometimes,$50-150,Debit Card,"Yes, occasionally",4.0,4.0,3.0,Convenience,Try product before buying,Online,1
22.0,Female,Student,United Kingdom,"Under $1,000",Online only,Occasionally,Brand websites,Laptop,miscellaneous,3.0,2.0,5.0,2.0,,3.0,Sometimes,1.0,Sometimes,Under $50,Cash,"Yes, occasionally",7.0,7.0,2.0,More variety,Not applicable,Online,1
23.0,Prefer not to say,Employed part-time,Colombia,"Under $1,000",Online only,Occasionally,Global marketplace (Amazon etc.),Laptop,miscellaneous,3.0,5.0,4.0,4.0,Yes,,Often,3.0,Sometimes,Under $50,Digital wallet,"Yes, occasionally",8.0,9.0,1.0,Not applicable,Trust,Online,1
20.0,Male,Student,United Kingdom,"Under $1,000",In-store only,Occasionally,Local e-commerce,Smartphone,Groceries,3.0,4.0,5.0,5.0,,3.0,Always,2.0,Sometimes,,Cash,"No, never",7.0,,4.0,Better prices,Trust,Offline,1
18.0,Male,Student,Pakistan,"Under $1,000",Online only,Occasionally,Global marketplace (Amazon etc.),Smartphone,Clothing,,2.0,5.0,3.0,No,2.0,Often,2.0,Sometimes,Under $50,Credit Card,"Yes, occasionally",7.0,6.0,1.0,,Trust,Online,1
31.0,Male,Employed full-time,Philippines,"$6,000+",Equal mix,Occasionally,Global marketplace (Amazon etc.),Smartphone,Clothing,4.0,3.0,5.0,5.0,No,3.0,Often,3.0,Never,$50-150,Debit Card,"No, never",8.0,8.0,1.0,,No delivery wait,Online,0
,Female,Student,Brazil,"$1,000-3,000",Online only,Always,Global marketplace (Amazon etc.),Smartphone,Groceries,2.0,5.0,2.0,5.0,No,5.0,Never,3.0,Never,$50-150,Cash,"Yes, occasionally",,,,,,,1
38.0,Male,Employed full-time,Egypt,"$1,000-3,000",Online only,Rarely,Brand websites,Smartphone,Clothing,3.0,2.0,4.0,5.0,No,2.0,Often,2.0,Sometimes,$150-300,Credit Card,"No, never",6.0,9.0,1.0,More variety,Trust,Online,0
18.0,Female,Employed part-time,Nigeria,"$1,000-3,000",Online only,Often,Brand websites,Smartphone,Electronics,3.0,3.0,4.0,4.0,No,3.0,Sometimes,2.0,Sometimes,$150-300,Debit Card,"Yes, occasionally",,8.0,1.0,Not applicable,Trust,Equal / both,0
20.0,Female,,Philippines,"Under $1,000",,Often,Global marketplace (Amazon etc.),,Groceries,,1.0,3.0,3.0,No,2.0,Sometimes,3.0,Never,Under $50,Debit Card,"Yes, occasionally",7.0,7.0,1.0,More variety,Try product before buying,Online,1
20.0,Male,Student,India,"$1,000-3,000",Online only,Always,Physical stores,Laptop,Clothing,2.0,2.0,4.0,5.0,No,3.0,Often,2.0,Often,$300-500,Digital wallet,"Yes, occasionally",4.0,6.0,3.0,Better prices,Trust,Online,0
18.0,Female,Student,Egypt,"Under $1,000",Online only,Occasionally,Global marketplace (Amazon etc.),Smartphone,Clothing,4.0,5.0,5.0,4.0,Yes,4.0,,4.0,Never,Under $50,Credit Card,"Yes, regularly",7.0,7.0,1.0,More variety,Try product before buying,Online,1
29.0,Prefer not to say,Employed full-time,United States,"$3,000-6,000",Equal mix,Occasionally,Global marketplace (Amazon etc.),Laptop,Groceries,4.0,5.0,5.0,2.0,No,2.0,Sometimes,3.0,Never,$150-300,Credit Card,"No, never",7.0,5.0,,Convenience,Try product before buying,Online,0
22.0,Prefer not to say,Student,South Africa,"Under $1,000",Equal mix,Occasionally,Local e-commerce,Smartphone,miscellaneous,3.0,4.0,5.0,5.0,Yes,2.0,,2.0,Sometimes,$150-300,Digital wallet,"Yes, occasionally",10.0,6.0,1.0,Convenience,Trust,Online,1
17.0,Male,Student,Mexico,"Under $1,000",Online only,Always,Brand websites,Tablet,Clothing,4.0,3.0,5.0,5.0,No,3.0,Sometimes,2.0,Sometimes,$50-150,Digital wallet,"Yes, occasionally",7.0,8.0,1.0,Better prices,Trust,Equal / both,1
19.0,Female,Student,United States,"$1,000-3,000",Equal mix,Always,Physical stores,Laptop,Clothing,3.0,4.0,4.0,5.0,No,3.0,Often,2.0,Never,Under $50,Digital wallet,"No, never",8.0,6.0,3.0,More variety,No delivery wait,Offline,1
21.0,Male,Student,United States,"Under $1,000",Equal mix,Often,Local e-commerce,Smartphone,Clothing,2.0,1.0,5.0,3.0,No,1.0,,4.0,Often,Under $50,Debit Card,"No, never",10.0,10.0,3.0,Better prices,Try product before buying,Equal / both,1
32.0,Female,Employed full-time,Kenya,"$1,000-3,000",Equal mix,Occasionally,Global marketplace (Amazon etc.),Smartphone,Groceries,2.0,2.0,4.0,4.0,No,1.0,Never,3.0,Never,Under $50,Debit Card,"Yes, regularly",9.0,4.0,4.0,More variety,No delivery wait,Online,0
30.0,Male,Employed part-time,Vietnam,"$3,000-6,000",In-store only,Occasionally,Physical stores,Laptop,Books,1.0,1.0,4.0,5.0,No,2.0,Often,2.0,Often,$150-300,Cash,"No, never",5.0,6.0,2.0,Better prices,Trust,Offline,0
16.0,Female,Student,Brazil,"Under $1,000",Equal mix,Often,Brand websites,Laptop,Groceries,3.0,3.0,3.0,5.0,No,2.0,Never,2.0,Sometimes,Under $50,Debit Card,"No, never",8.0,8.0,1.0,More variety,Trust,Offline,1
31.0,Female,,United States,"$1,000-3,000",Equal mix,Occasionally,Local e-commerce,Smartphone,Groceries,4.0,5.0,1.0,5.0,No,4.0,Sometimes,4.0,Sometimes,Under $50,Digital wallet,"No, never",9.0,,4.0,Better prices,Not applicable,Offline,1
47.0,Male,Employed full-time,South Africa,,,Occasionally,Global marketplace (Amazon etc.),Smartphone,Clothing,1.0,1.0,5.0,2.0,Yes,2.0,Often,1.0,Never,$50-150,Cash,"No, never",6.0,7.0,3.0,More variety,No delivery wait,Equal / both,0
19.0,Female,Student,Indonesia,"Under $1,000",Equal mix,Often,Global marketplace (Amazon etc.),Smartphone,Clothing,4.0,5.0,5.0,2.0,No,4.0,Sometimes,4.0,Never,Under $50,Credit Card,"Yes, regularly",5.0,8.0,1.0,More variety,No delivery wait,Offline,1
17.0,Female,Student,,"$1,000-3,000",Equal mix,Occasionally,Local e-commerce,Laptop,Clothing,3.0,2.0,5.0,4.0,No,3.0,Sometimes,1.0,Sometimes,$50-150,Cash,"Yes, regularly",8.0,8.0,1.0,More variety,Trust,Equal / both,1
20.0,Male,Student,Mexico,"Under $1,000",Online only,Often,Global marketplace (Amazon etc.),Smartphone,Clothing,3.0,3.0,5.0,3.0,No,4.0,Sometimes,2.0,Never,$50-150,Credit Card,,9.0,8.0,,More variety,No delivery wait,Equal / both,1
20.0,,Student,India,"Under $1,000",Equal mix,Rarely,Local e-commerce,Smartphone,Electronics,4.0,4.0,3.0,3.0,No,2.0,Often,4.0,Never,$50-150,Cash,"Yes, occasionally",7.0,3.0,3.0,Convenience,Try product before buying,Online,1
24.0,,Student,Brazil,"Under $1,000",Equal mix,Occasionally,Global marketplace (Amazon etc.),Laptop,,2.0,2.0,5.0,4.0,Yes,3.0,Sometimes,2.0,Sometimes,$50-150,Cash,"No, never",10.0,10.0,2.0,Convenience,Try product before buying,Equal / both,1
21.0,Male,Student,India,"$1,000-3,000",Online only,Occasionally,Physical stores,Smartphone,,2.0,2.0,5.0,2.0,No,2.0,Never,5.0,Sometimes,$150-300,Digital wallet,"Yes, occasionally",7.0,6.0,3.0,Better prices,Trust,Online,1
